ID,airline,connection,wait
234,Aegean Airlines,True,462
235,Aegean Airlines,True,461
236,Aegean Airlines,True,579
237,Aegean Airlines,True,117
238,Aegean Airlines,True,202
239,Aegean Airlines,True,187
240,Aegean Airlines,True,292
241,Aegean Airlines,True,168
242,Aegean Airlines,True,384
243,Aegean Airlines,True,523
244,Aegean Airlines,True,313
245,Aegean Airlines,True,221
246,Aegean Airlines,True,412
247,Aegean Airlines,True,353
248,Aegean Airlines,True,140
249,Aegean Airlines,True,54
250,Aegean Airlines,True,590
251,Aegean Airlines,True,126
252,Aegean Airlines,True,715
253,Aegean Airlines,True,703
254,Aegean Airlines,True,478
255,Aegean Airlines,True,499
256,Aegean Airlines,True,412
257,Aegean Airlines,True,401
258,Aegean Airlines,True,302
259,Aegean Airlines,True,524
260,Aegean Airlines,True,560
261,Aegean Airlines,True,641
262,Aegean Airlines,True,187
263,Aegean Airlines,True,503
264,Aegean Airlines,True,375
265,Aegean Airlines,True,126
266,Aegean Airlines,True,222
267,Aegean Airlines,True,566
268,Aegean Airlines,True,542
269,Aegean Airlines,True,103
270,Aegean Airlines,True,156
271,Aegean Airlines,True,402
272,Aegean Airlines,True,236
273,Aegean Airlines,True,164
274,Aegean Airlines,True,423
275,Aegean Airlines,True,371
276,Aegean Airlines,True,636
277,Aegean Airlines,True,341
278,Aegean Airlines,True,699
279,Aegean Airlines,True,270
280,Aegean Airlines,True,209
281,Aegean Airlines,True,638
282,Aegean Airlines,True,304
283,Aegean Airlines,True,74
284,Aegean Airlines,True,595
285,Aegean Airlines,True,207
286,Aegean Airlines,True,287
287,Aegean Airlines,True,178
288,Aegean Airlines,True,577
289,Aegean Airlines,True,207
290,Aegean Airlines,True,36
291,Aegean Airlines,True,520
292,Aegean Airlines,True,354
293,Aegean Airlines,True,611
294,Aegean Airlines,True,361
295,Aegean Airlines,True,630
296,Aegean Airlines,True,212
297,Aegean Airlines,True,597
298,Aegean Airlines,True,313
299,Aegean Airlines,True,70
300,Aegean Airlines,True,432
301,Aegean Airlines,True,510
302,Aegean Airlines,True,131
303,Aegean Airlines,True,543
304,Aegean Airlines,True,31
305,Aegean Airlines,True,378
306,Aegean Airlines,True,587
307,Aegean Airlines,True,194
308,Aegean Airlines,True,60
309,Aegean Airlines,True,326
310,Aegean Airlines,True,618
311,Aegean Airlines,True,189
312,Aegean Airlines,True,359
313,Aegean Airlines,True,331
314,Aegean Airlines,True,271
315,Aegean Airlines,True,696
316,Aegean Airlines,True,432
317,Aegean Airlines,True,162
318,Aegean Airlines,True,201
319,Aegean Airlines,True,286
320,Aegean Airlines,True,70
321,Aegean Airlines,True,234
322,Aegean Airlines,True,521
323,Aegean Airlines,True,552
324,Aegean Airlines,True,101
325,Aegean Airlines,True,94
326,Aegean Airlines,True,281
327,Aegean Airlines,True,255
328,Aegean Airlines,True,157
329,Aegean Airlines,True,281
330,Aegean Airlines,True,360
331,Aegean Airlines,True,611
332,Aegean Airlines,True,356
333,Aegean Airlines,True,596
334,Aegean Airlines,True,46
335,Aegean Airlines,True,468
336,Aegean Airlines,True,494
337,Aegean Airlines,True,367
338,Aegean Airlines,True,265
339,Aegean Airlines,True,216
340,Aegean Airlines,True,609
341,Aegean Airlines,True,573
342,Aegean Airlines,True,666
343,Aegean Airlines,True,588
344,Aegean Airlines,True,207
345,Aegean Airlines,True,559
346,Aegean Airlines,True,709
347,Aegean Airlines,True,121
348,Aegean Airlines,True,583
349,Aegean Airlines,True,52
350,Aegean Airlines,True,580
351,Aegean Airlines,True,472
352,Aegean Airlines,True,577
353,Aegean Airlines,True,685
354,Aegean Airlines,True,275
355,Aegean Airlines,True,425
356,Aegean Airlines,True,253
357,Aegean Airlines,True,41
358,Aegean Airlines,True,637
359,Aegean Airlines,True,375
360,Aegean Airlines,True,195
361,Aegean Airlines,True,376
362,Aegean Airlines,True,376
363,Aegean Airlines,True,349
364,Aegean Airlines,True,153
365,Aegean Airlines,True,654
366,Aegean Airlines,True,350
367,Aegean Airlines,True,421
368,Aegean Airlines,True,676
369,Aegean Airlines,True,54
370,Aegean Airlines,True,112
371,Aegean Airlines,True,640
372,Aegean Airlines,True,702
373,Aegean Airlines,True,111
374,Aegean Airlines,True,370
375,Aegean Airlines,True,48
376,Aegean Airlines,True,409
377,Aegean Airlines,True,387
378,Aegean Airlines,True,116
379,Aegean Airlines,True,416
380,Aegean Airlines,True,355
381,Aegean Airlines,True,185
382,Aegean Airlines,True,324
383,Aegean Airlines,True,52
384,Aegean Airlines,True,133
385,Aegean Airlines,True,719
386,Aegean Airlines,True,220
387,Aegean Airlines,True,130
388,Aegean Airlines,True,56
389,Aegean Airlines,True,604
390,Aegean Airlines,True,468
391,Aegean Airlines,True,31
392,Aegean Airlines,True,601
393,Aegean Airlines,True,111
394,Aegean Airlines,True,402
395,Aegean Airlines,True,412
396,Aegean Airlines,True,572
397,Aegean Airlines,True,299
398,Aegean Airlines,True,468
399,Aegean Airlines,True,170
400,Aegean Airlines,True,236
401,Aegean Airlines,True,297
402,Aegean Airlines,True,638
403,Aegean Airlines,True,643
404,Aegean Airlines,True,557
405,Aegean Airlines,True,524
406,Aer Lingus,True,226
407,Aer Lingus,True,388
408,Aer Lingus,True,236
409,Aer Lingus,True,234
410,Aer Lingus,True,114
411,Aer Lingus,True,66
412,Aer Lingus,True,663
413,Aer Lingus,True,93
414,Aer Lingus,True,659
415,Aer Lingus,True,158
416,Aer Lingus,True,489
417,Aer Lingus,True,409
418,Aer Lingus,True,207
419,Aer Lingus,True,432
420,Aer Lingus,True,298
421,Aer Lingus,True,85
422,Aer Lingus,True,186
423,Aer Lingus,True,482
424,Aer Lingus,True,355
425,Aer Lingus,True,465
426,Aer Lingus,True,399
427,Aer Lingus,True,250
428,Aer Lingus,True,472
429,Aer Lingus,True,576
430,Aer Lingus,True,637
431,Aer Lingus,True,109
432,Aer Lingus,True,261
433,Aer Lingus,True,351
434,Aer Lingus,True,604
435,Aer Lingus,True,95
436,Aer Lingus,True,36
437,Aer Lingus,True,127
438,Aer Lingus,True,719
439,Aer Lingus,True,261
440,Aer Lingus,True,324
441,Aer Lingus,True,241
442,Aer Lingus,True,499
443,Aer Lingus,True,647
444,Aer Lingus,True,603
445,Aer Lingus,True,230
446,Aer Lingus,True,534
447,Aer Lingus,True,91
448,Aer Lingus,True,236
449,Aer Lingus,True,504
450,Aer Lingus,True,663
451,Aer Lingus,True,291
452,Aer Lingus,True,637
453,Aer Lingus,True,381
454,Aer Lingus,True,185
455,Aer Lingus,True,398
456,Aer Lingus,True,678
457,Aer Lingus,True,617
458,Aer Lingus,True,440
459,Aer Lingus,True,234
460,Aer Lingus,True,656
461,Aer Lingus,True,97
462,Aer Lingus,True,701
463,Aer Lingus,True,339
464,Aer Lingus,True,684
465,Aer Lingus,True,67
466,Aer Lingus,True,243
467,Aer Lingus,True,406
468,Aer Lingus,True,141
469,Aer Lingus,True,84
470,Aer Lingus,True,143
471,Aer Lingus,True,76
472,Aer Lingus,True,84
473,Aer Lingus,True,666
474,Aer Lingus,True,389
475,Aer Lingus,True,178
476,Aer Lingus,True,429
477,Aer Lingus,True,140
478,Aer Lingus,True,565
479,Aer Lingus,True,190
480,Aer Lingus,True,94
481,Aer Lingus,True,490
482,Aer Lingus,True,85
483,Aer Lingus,True,707
484,Aer Lingus,True,594
485,Aer Lingus,True,713
486,Aer Lingus,True,58
487,Aer Lingus,True,147
488,Aer Lingus,True,510
489,Aer Lingus,True,411
490,Aer Lingus,True,433
491,Aer Lingus,True,281
492,Aer Lingus,True,650
493,Aer Lingus,True,273
494,Aer Lingus,True,120
495,Aer Lingus,True,493
496,Aer Lingus,True,289
497,Aer Lingus,True,336
498,Aer Lingus,True,456
499,Aer Lingus,True,702
500,Aer Lingus,True,195
501,Aer Lingus,True,316
502,Aer Lingus,True,219
503,Aer Lingus,True,72
504,Aer Lingus,True,116
505,Aer Lingus,True,529
506,Aer Lingus,True,317
507,Aer Lingus,True,593
508,Aer Lingus,True,650
509,Aer Lingus,True,133
510,Aer Lingus,True,43
511,Aer Lingus,True,64
512,Aer Lingus,True,513
513,Aer Lingus,True,530
514,Aer Lingus,True,232
515,Aer Lingus,True,417
516,Aer Lingus,True,347
517,Aer Lingus,True,336
518,Aer Lingus,True,446
519,Aer Lingus,True,142
520,Aer Lingus,True,214
521,Aer Lingus,True,641
522,Aer Lingus,True,452
523,Aer Lingus,True,103
524,Aer Lingus,True,111
525,Aer Lingus,True,182
526,Aer Lingus,True,521
527,Aer Lingus,True,468
528,Aer Lingus,True,582
529,Aer Lingus,True,96
530,Aer Lingus,True,654
531,Aer Lingus,True,474
532,Aer Lingus,True,214
533,Aer Lingus,True,674
534,Aer Lingus,True,513
535,Aer Lingus,True,549
536,Aer Lingus,True,367
537,Aer Lingus,True,646
538,Aer Lingus,True,253
539,Aer Lingus,True,389
540,Aer Lingus,True,679
541,Aer Lingus,True,698
542,Aer Lingus,True,638
543,Aer Lingus,True,269
544,Aer Lingus,True,231
545,Aer Lingus,True,164
546,Aer Lingus,True,117
547,Aer Lingus,True,579
548,Aer Lingus,True,197
549,Aer Lingus,True,674
550,Aer Lingus,True,680
551,Aer Lingus,True,163
552,Aer Lingus,True,128
553,Aer Lingus,True,597
554,Aer Lingus,True,525
555,Aer Lingus,True,603
556,Aer Lingus,True,155
557,Aer Lingus,True,647
558,Aer Lingus,True,133
559,Aer Lingus,True,197
560,Aer Lingus,True,479
561,Aer Lingus,True,124
562,Aer Lingus,True,288
563,Aer Lingus,True,185
564,Aer Lingus,True,51
565,Aer Lingus,True,373
566,Aer Lingus,True,611
567,Aer Lingus,True,276
568,Aer Lingus,True,292
569,Aer Lingus,True,698
570,Aer Lingus,True,286
571,Aer Lingus,True,86
572,Aer Lingus,True,231
573,Aer Lingus,True,370
574,Aer Lingus,True,212
575,Aer Lingus,True,352
576,Aer Lingus,True,574
577,Aer Lingus,True,305
578,Aer Lingus,True,77
579,Aer Lingus,True,500
580,Aer Lingus,True,240
581,Aer Lingus,True,642
582,Aer Lingus,True,560
583,Aer Lingus,True,44
584,Aer Lingus,True,379
585,Aer Lingus,True,504
586,Aer Lingus,True,105
587,Aer Lingus,True,154
588,Aer Lingus,True,177
589,Aer Lingus,True,219
590,Aer Lingus,True,263
591,Aer Lingus,True,185
592,Aer Lingus,True,355
593,Aer Lingus,True,191
594,Aer Lingus,True,215
595,Aer Lingus,True,379
596,Aer Lingus,True,568
597,Aer Lingus,True,629
598,Aer Lingus,True,621
599,Aer Lingus,True,669
600,Aer Lingus,True,701
601,Aer Lingus,True,412
602,Aer Lingus,True,351
603,Aer Lingus,True,699
604,Aeroflot,True,678
605,Aeroflot,True,566
606,Aeroflot,True,345
607,Aeroflot,True,202
608,Aeroflot,True,687
609,Aeroflot,True,141
610,Aeroflot,True,425
611,Aeroflot,True,447
612,Aeroflot,True,62
613,Aeroflot,True,187
614,Aeroflot,True,390
615,Aeroflot,True,410
616,Aeroflot,True,333
617,Aeroflot,True,187
618,Aeroflot,True,205
619,Aeroflot,True,594
620,Aeroflot,True,327
621,Aeroflot,True,77
622,Aeroflot,True,524
623,Aeroflot,True,587
624,Aeroflot,True,118
625,Aeroflot,True,419
626,Aeroflot,True,634
627,Aeroflot,True,562
628,Aeroflot,True,212
629,Aeroflot,True,677
630,Aeroflot,True,375
631,Aeroflot,True,422
632,Aeroflot,True,336
633,Aeroflot,True,460
634,Aeroflot,True,221
635,Aeroflot,True,616
636,Aeroflot,True,525
637,Aeroflot,True,533
638,Aeroflot,True,307
639,Aeroflot,True,453
640,Aeroflot,True,656
641,Aeroflot,True,540
642,Aeroflot,True,171
643,Aeroflot,True,618
644,Aeroflot,True,454
645,Aeroflot,True,458
646,Aeroflot,True,107
647,Aeroflot,True,688
648,Aeroflot,True,507
649,Aeroflot,True,345
650,Aeroflot,True,149
651,Aeroflot,True,522
652,Aeroflot,True,478
653,Aeroflot,True,639
654,Aeroflot,True,316
655,Aeroflot,True,464
656,Aeroflot,True,234
657,Aeroflot,True,603
658,Aeroflot,True,711
659,Aeroflot,True,337
660,Aeroflot,True,122
661,Aeroflot,True,540
662,Aeroflot,True,656
663,Aeroflot,True,278
664,Aeroflot,True,653
665,Aeroflot,True,164
666,Aeroflot,True,613
667,Aeroflot,True,549
668,Aeroflot,True,84
669,Aeroflot,True,86
670,Aeroflot,True,432
671,Aeroflot,True,101
672,Aeroflot,True,529
673,Aeroflot,True,493
674,Aeroflot,True,682
675,Aeroflot,True,33
676,Aeroflot,True,262
677,Aeroflot,True,287
678,Aeroflot,True,284
679,Aeroflot,True,429
680,Aeroflot,True,371
681,Aeroflot,True,133
682,Aeroflot,True,280
683,Aeroflot,True,171
684,Aeroflot,True,254
685,Aeroflot,True,96
686,Aeroflot,True,332
687,Aeroflot,True,506
688,Aeroflot,True,518
689,Aeroflot,True,41
690,Aeroflot,True,100
691,Aeroflot,True,473
692,Aeroflot,True,375
693,Aeroflot,True,167
694,Aeroflot,True,538
695,Aeroflot,True,685
696,Aeroflot,True,45
697,Aeroflot,True,80
698,Aeroflot,True,153
699,Aeroflot,True,283
700,Aeroflot,True,353
701,Aeroflot,True,468
702,Aeroflot,True,327
703,Aeroflot,True,708
704,Aeroflot,True,267
705,Aeroflot,True,473
706,Aeroflot,True,394
707,Aeroflot,True,586
708,Aeroflot,True,303
709,Aeroflot,True,47
710,Aeroflot,True,250
711,Aeroflot,True,99
712,Aeroflot,True,114
713,Aeroflot,True,91
714,Aeroflot,True,202
715,Aeroflot,True,710
716,Aeroflot,True,563
717,Aeroflot,True,338
718,Aeroflot,True,230
719,Aeroflot,True,533
720,Aeroflot,True,644
721,Aeroflot,True,698
722,Aeroflot,True,383
723,Aeroflot,True,516
724,Aeroflot,True,278
725,Aeroflot,True,718
726,Aeroflot,True,598
727,Aeroflot,True,679
728,Aeroflot,True,209
729,Aeroflot,True,666
730,Aeroflot,True,383
731,Aeroflot,True,273
732,Aeroflot,True,383
733,Aeroflot,True,704
734,Aeroflot,True,171
735,Aeroflot,True,228
736,Aeroflot,True,205
737,Aeroflot,True,459
738,Aeroflot,True,462
739,Aeroflot,True,591
740,Aeroflot,True,519
741,Aeroflot,True,494
742,Aeroflot,True,124
743,Aeroflot,True,663
744,Aeroflot,True,707
745,Aeroflot,True,474
746,Aeroflot,True,702
747,Aeroflot,True,471
748,Aeroflot,True,269
749,Aeroflot,True,502
750,Aeroflot,True,495
751,Aeroflot,True,718
752,Aeroflot,True,291
753,Aeroflot,True,310
754,Aeroflot,True,440
755,Aeroflot,True,396
756,Aeroflot,True,123
757,Aeroflot,True,383
758,Aeroflot,True,611
759,Aeroflot,True,588
760,Aeroflot,True,525
761,Aeroflot,True,145
762,Aeroflot,True,544
763,Aeroflot,True,82
764,Aeroflot,True,362
765,Aeroflot,True,644
766,Aeroflot,True,367
767,Aeroflot,True,685
768,Aeroflot,True,258
769,Aeroflot,True,218
770,Aeroflot,True,48
771,Aeroflot,True,231
772,Aeroflot,True,538
773,Aeroflot,True,364
774,Aeroflot,True,677
775,Aeroflot,True,120
776,Aeroflot,True,38
777,Aeroflot,True,302
778,Aeroflot,True,163
779,Aeroflot,True,682
780,Aeroflot,True,628
781,Aeroflot,True,502
782,Aeroflot,True,45
783,Aeroflot,True,539
784,Aeroflot,True,281
785,Aeroflot,True,329
786,Aeroflot,True,155
787,Aeroflot,True,352
788,Aeroflot,True,406
789,Aeroflot,True,678
790,Aerolineas Argentinas,True,478
791,Aerolineas Argentinas,True,473
792,Aerolineas Argentinas,True,665
793,Aerolineas Argentinas,True,357
794,Aerolineas Argentinas,True,76
795,Aerolineas Argentinas,True,546
796,Aerolineas Argentinas,True,405
797,Aerolineas Argentinas,True,235
798,Aerolineas Argentinas,True,449
799,Aerolineas Argentinas,True,52
800,Aerolineas Argentinas,True,422
801,Aerolineas Argentinas,True,33
802,Aerolineas Argentinas,True,206
803,Aerolineas Argentinas,True,229
804,Aerolineas Argentinas,True,342
805,Aerolineas Argentinas,True,552
806,Aerolineas Argentinas,True,591
807,Aerolineas Argentinas,True,638
808,Aerolineas Argentinas,True,324
809,Aerolineas Argentinas,True,674
810,Aerolineas Argentinas,True,620
811,Aerolineas Argentinas,True,218
812,Aerolineas Argentinas,True,85
813,Aerolineas Argentinas,True,271
814,Aerolineas Argentinas,True,415
815,Aerolineas Argentinas,True,107
816,Aerolineas Argentinas,True,85
817,Aerolineas Argentinas,True,143
818,Aerolineas Argentinas,True,87
819,Aerolineas Argentinas,True,105
820,Aerolineas Argentinas,True,362
821,Aerolineas Argentinas,True,586
822,Aerolineas Argentinas,True,167
823,Aerolineas Argentinas,True,287
824,Aerolineas Argentinas,True,234
825,Aerolineas Argentinas,True,175
826,Aerolineas Argentinas,True,56
827,Aerolineas Argentinas,True,167
828,Aerolineas Argentinas,True,187
829,Aerolineas Argentinas,True,381
830,Aerolineas Argentinas,True,515
831,Aerolineas Argentinas,True,55
832,Aerolineas Argentinas,True,601
833,Aerolineas Argentinas,True,400
834,Aerolineas Argentinas,True,367
835,Aerolineas Argentinas,True,560
836,Aerolineas Argentinas,True,279
837,Aerolineas Argentinas,True,625
838,Aerolineas Argentinas,True,351
839,Aerolineas Argentinas,True,577
840,Aerolineas Argentinas,True,326
841,Aerolineas Argentinas,True,379
842,Aerolineas Argentinas,True,343
843,Aerolineas Argentinas,True,466
844,Aerolineas Argentinas,True,47
845,Aerolineas Argentinas,True,373
846,Aerolineas Argentinas,True,55
847,Aerolineas Argentinas,True,163
848,Aerolineas Argentinas,True,708
849,Aerolineas Argentinas,True,272
850,Aerolineas Argentinas,True,480
851,Aerolineas Argentinas,True,479
852,Aerolineas Argentinas,True,363
853,Aerolineas Argentinas,True,106
854,Aerolineas Argentinas,True,154
855,Aerolineas Argentinas,True,187
856,Aerolineas Argentinas,True,410
857,Aerolineas Argentinas,True,586
858,Aerolineas Argentinas,True,611
859,Aerolineas Argentinas,True,555
860,Aerolineas Argentinas,True,711
861,Aerolineas Argentinas,True,507
862,Aerolineas Argentinas,True,516
863,Aerolineas Argentinas,True,189
864,Aerolineas Argentinas,True,633
865,Aerolineas Argentinas,True,669
866,Aerolineas Argentinas,True,598
867,Aerolineas Argentinas,True,446
868,Aerolineas Argentinas,True,324
869,Aerolineas Argentinas,True,424
870,Aerolineas Argentinas,True,114
871,Aerolineas Argentinas,True,95
872,Aerolineas Argentinas,True,187
873,Aerolineas Argentinas,True,144
874,Aerolineas Argentinas,True,448
875,Aerolineas Argentinas,True,538
876,Aerolineas Argentinas,True,357
877,Aerolineas Argentinas,True,80
878,Aerolineas Argentinas,True,35
879,Aerolineas Argentinas,True,255
880,Aerolineas Argentinas,True,270
881,Aerolineas Argentinas,True,58
882,Aerolineas Argentinas,True,281
883,Aerolineas Argentinas,True,282
884,Aerolineas Argentinas,True,386
885,Aerolineas Argentinas,True,642
886,Aerolineas Argentinas,True,608
887,Aerolineas Argentinas,True,588
888,Aerolineas Argentinas,True,292
889,Aerolineas Argentinas,True,337
890,Aerolineas Argentinas,True,258
891,Aerolineas Argentinas,True,656
892,Aerolineas Argentinas,True,54
893,Aerolineas Argentinas,True,678
894,Aerolineas Argentinas,True,457
895,Aerolineas Argentinas,True,244
896,Aerolineas Argentinas,True,707
897,Aerolineas Argentinas,True,152
898,Aerolineas Argentinas,True,570
899,Aerolineas Argentinas,True,718
900,Aerolineas Argentinas,True,485
901,Aerolineas Argentinas,True,192
902,Aerolineas Argentinas,True,388
903,Aerolineas Argentinas,True,454
904,Aerolineas Argentinas,True,99
905,Aerolineas Argentinas,True,126
906,Aerolineas Argentinas,True,182
907,Aerolineas Argentinas,True,70
908,Aerolineas Argentinas,True,204
909,Aerolineas Argentinas,True,214
910,Aerolineas Argentinas,True,408
911,Aerolineas Argentinas,True,625
912,Aerolineas Argentinas,True,341
913,Aerolineas Argentinas,True,207
914,Aerolineas Argentinas,True,112
915,Aerolineas Argentinas,True,347
916,Aerolineas Argentinas,True,573
917,Aerolineas Argentinas,True,488
918,Aerolineas Argentinas,True,347
919,Aerolineas Argentinas,True,524
920,Aerolineas Argentinas,True,664
921,Aerolineas Argentinas,True,417
922,Aerolineas Argentinas,True,455
923,Aerolineas Argentinas,True,271
924,Aerolineas Argentinas,True,434
925,Aerolineas Argentinas,True,644
926,Aerolineas Argentinas,True,659
927,Aerolineas Argentinas,True,574
928,Aerolineas Argentinas,True,623
929,Aerolineas Argentinas,True,404
930,Aerolineas Argentinas,True,469
931,Aerolineas Argentinas,True,326
932,Aerolineas Argentinas,True,201
933,Aerolineas Argentinas,True,405
934,Aerolineas Argentinas,True,675
935,Aerolineas Argentinas,True,704
936,Aerolineas Argentinas,True,106
937,Aerolineas Argentinas,True,95
938,Aerolineas Argentinas,True,453
939,Aerolineas Argentinas,True,543
940,Aerolineas Argentinas,True,699
941,Aerolineas Argentinas,True,130
942,Aerolineas Argentinas,True,268
943,Aerolineas Argentinas,True,194
944,Aerolineas Argentinas,True,686
945,Aerolineas Argentinas,True,122
946,Aerolineas Argentinas,True,81
947,Aerolineas Argentinas,True,176
948,Aerolineas Argentinas,True,359
949,Aerolineas Argentinas,True,40
950,Aerolineas Argentinas,True,264
951,Aerolineas Argentinas,True,516
952,Aerolineas Argentinas,True,326
953,Aerolineas Argentinas,True,288
954,Aerolineas Argentinas,True,672
955,Aerolineas Argentinas,True,616
956,Aerolineas Argentinas,True,198
957,Aerolineas Argentinas,True,454
958,Aerolineas Argentinas,True,291
959,Aerolineas Argentinas,True,135
960,Aerolineas Argentinas,True,478
961,Aerolineas Argentinas,True,535
962,Aerolineas Argentinas,True,393
963,Aerolineas Argentinas,True,94
964,Aerolineas Argentinas,True,428
965,Aerolineas Argentinas,True,534
966,Aerolineas Argentinas,True,549
967,Aerolineas Argentinas,True,211
968,Aerolineas Argentinas,True,619
969,Aerolineas Argentinas,True,540
970,Aerolineas Argentinas,True,371
971,Aerolineas Argentinas,True,153
972,Aerolineas Argentinas,True,99
973,Aeromexico,True,145
974,Aeromexico,True,87
975,Aeromexico,True,647
976,Aeromexico,True,709
977,Aeromexico,True,485
978,Aeromexico,True,331
979,Aeromexico,True,370
980,Aeromexico,True,43
981,Aeromexico,True,454
982,Aeromexico,True,503
983,Aeromexico,True,404
984,Aeromexico,True,319
985,Aeromexico,True,222
986,Aeromexico,True,130
987,Aeromexico,True,447
988,Aeromexico,True,611
989,Aeromexico,True,302
990,Aeromexico,True,422
991,Aeromexico,True,381
992,Aeromexico,True,229
993,Aeromexico,True,405
994,Aeromexico,True,308
995,Aeromexico,True,610
996,Aeromexico,True,687
997,Aeromexico,True,396
998,Aeromexico,True,599
999,Aeromexico,True,235
1000,Aeromexico,True,213
1001,Aeromexico,True,33
